ID No.,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,Date_end,Category,area_hectares,iso_code,udnp_code,short_description_en
1364,"Pearling, Testimony of an Island Economy",Arab States,Bahrain,"Lat: 26.24128, Lon: 50.61351",2012,0,,,Cultural,35086.81,bh,bhr," The site consists of seventeen buildings in Muharraq City, three offshore oyster beds, part of the seashore and the Qal’at Bu Mahir fortress on the southern tip of Muharraq Island, from where boats used to set off for the oyster beds. The listed buildings include residences of wealthy merchants, shops, storehouses and a mosque. The site is the last remaining complete example of the cultural tradition of pearling and the wealth it generated at a time when the trade dominated the Gulf economy (2nd century to the 1930s, when Japan developed cultured pearls). It also constitutes an outstanding example of traditional utilization of the sea’s resources and human interaction with the environment, which shaped both the economy and the cultural identity of the island’s society. "
1542,Dilmun Burial Mounds,Arab States,Bahrain,"Lat: 26.14972222, Lon: 50.51277778",2019,0,,,Cultural,168.45,bh,bhr,"The Dilmun Burial Mounds, built between 2050 and 1750 BCE, span over 21 archaeological sites in the western part of the island. Six of these sites are burial mound fields consisting of a few dozen to several thousand tumuli. In all there are about 11,774 burial mounds, originally in the form of cylindrical low towers. The other 15 sites include 17 royal mounds, constructed as two-storeyed sepulchral towers. The burial mounds are evidence of the Early Dilmun civilization, around the 2<sup>nd</sup> millennium BCE, during which Bahrain became a trade hub, whose prosperity enabled the inhabitants to develop an elaborate burial tradition applicable to the entire population. These tombs illustrate globally unique characteristics, not only in terms of their number, density and scale, but also in terms of details such as burial chambers equipped with alcoves."
321,Historic Mosque City of Bagerhat,Asia and the Pacific,Bangladesh,"Lat: 22.66667, Lon: 89.8",1985,0,,,Cultural,0,bd,bgd," Situated in the suburbs of Bagerhat, at the meeting-point of the Ganges and Brahmaputra rivers, this ancient city, formerly known as Khalifatabad, was founded by the Turkish general Ulugh Khan Jahan in the 15th century. The city&rsquo;s infrastructure reveals considerable technical skill and an exceptional number of mosques and early Islamic monuments, many built of brick, can be seen there. "
322,Ruins of the Buddhist Vihara at Paharpur,Asia and the Pacific,Bangladesh,"Lat: 25.03333333, Lon: 88.98333333",1985,0,,,Cultural,0,bd,bgd," Evidence of the rise of Mahayana Buddhism in Bengal from the 7th century onwards, Somapura Mahavira, or the Great Monastery, was a renowned intellectual centre until the 12th century. Its layout perfectly adapted to its religious function, this monastery-city represents a unique artistic achievement. With its simple, harmonious lines and its profusion of carved decoration, it influenced Buddhist architecture as far away as Cambodia. "
798,The Sundarbans,Asia and the Pacific,Bangladesh,"Lat: 21.95, Lon: 89.18333",1997,0,,,Natural,139500,bd,bgd," The Sundarbans mangrove forest, one of the largest such forests in the world (140,000 ha), lies on the delta of the Ganges, Brahmaputra and Meghna rivers on the Bay of Bengal. It is adjacent to the border of India&rsquo;s Sundarbans World Heritage site inscribed in 1987. The site is intersected by a complex network of tidal waterways, mudflats and small islands of salt-tolerant mangrove forests, and presents an excellent example of ongoing ecological processes. The area is known for its wide range of fauna, including 260 bird species, the Bengal tiger and other threatened species such as the estuarine crocodile and the Indian python. "
1376,Historic Bridgetown and its Garrison,Latin America and the Caribbean,Barbados,"Lat: 13.09666667, Lon: -59.61388889",2011,0,,,Cultural,187,bb,brb," Historic Bridgetown and its Garrison, an outstanding example of British colonial architecture consisting of a well-preserved old town built in the 17th, 18th and 19th centuries, which testifies to the spread of Great Britain's Atlantic colonial empire. The property also includes a nearby military garrison which consists of numerous historic buildings. With its serpentine urban lay-out the property testifies to a different approach to colonial town-planning compared to the Spanish and Dutch colonial cities of the region which were built along a grid plan. "
625,Mir Castle Complex,Europe and North America,Belarus,"Lat: 53.45108333, Lon: 26.47272222",2000,0,,,Cultural,27,by,blr," The construction of this castle began at the end of the 15th century, in Gothic style. It was subsequently extended and reconstructed, first in the Renaissance and then in the Baroque style. After being abandoned for nearly a century and suffering severe damage during the Napoleonic period, the castle was restored at the end of the 19th century, with the addition of a number of other elements and the landscaping of the surrounding area as a park. Its present form is graphic testimony to its often turbulent history. "
1196,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",Europe and North America,Belarus,"Lat: 53.22278, Lon: 26.69139",2005,0,,,Cultural,0,by,blr," The Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh is located in central Belarus. The Radziwill dynasty, who built and kept the ensemble from the 16th century until 1939, gave birth to some of the most important personalities in European history and culture. Due to their efforts, the town of Nesvizh came to exercise great influence in the sciences, arts, crafts and architecture. The complex consists of the residential castle and the mausoleum Church of Corpus Christi with their setting. The castle has ten interconnected buildings, which developed as an architectural whole around a six-sided courtyard. The palaces and church became important prototypes marking the development of architecture throughout Central Europe and Russia. "
855,Flemish Béguinages,Europe and North America,Belgium,"Lat: 51.03097222, Lon: 4.47375",1998,0,,,Cultural,59.95,be,bel," The <em>Béguines</em> were women who dedicated their lives to God without retiring from the world. In the 13th century they founded the <em>béguinages</em> , enclosed communities designed to meet their spiritual and material needs. The Flemish <em>béguinages</em> are architectural ensembles composed of houses, churches, ancillary buildings and green spaces, with a layout of either urban or rural origin and built in styles specific to the Flemish cultural region. They are a fascinating reminder of the tradition of the <em>Béguines</em> that developed in north-western Europe in the Middle Ages. "
856,"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",Europe and North America,Belgium,"Lat: 50.48111, Lon: 4.13722",1998,0,,,Cultural,67.3436,be,bel," The four hydraulic boat-lifts on this short stretch of the historic Canal du Centre are industrial monuments of the highest quality. Together with the canal itself and its associated structures, they constitute a remarkably well-preserved and complete example of a late-19th-century industrial landscape. Of the eight hydraulic boat-lifts built at the end of the 19th and beginning of the 20th century, the only ones in the world which still exist in their original working condition are these four lifts on the Canal du Centre. "
857,"La Grand-Place, Brussels",Europe and North America,Belgium,"Lat: 50.84668, Lon: 4.35242",1998,0,,,Cultural,1.48,be,bel," La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings, dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this important political and commercial centre. "
996,Historic Centre of Brugge,Europe and North America,Belgium,"Lat: 51.20891, Lon: 3.22527",2000,0,,,Cultural,410,be,bel," Brugge is an outstanding example of a medieval historic settlement, which has maintained its historic fabric as this has evolved over the centuries, and where original Gothic constructions form part of the town's identity. As one of the commercial and cultural capitals of Europe, Brugge developed cultural links to different parts of the world. It is closely associated with the school of Flemish Primitive painting. "
